indice,area,ciudad,s101p11,s101p12a,s101p12b,s101p12c,s101p12d,s101p12e,s101p2a,s101p2b,s101p2c,s101p2d,s101p2e,s101p2f,s101p3a,s101p3b,s101p4a,s101p4b,s101p4b1,s101p5a,s101p5b,s101p5d,s101p5e,s101p5f,s101p5g,s101p61,s101p62,s101p63,s101p64,s101p65,s101p66,s101p67,s101p68,s101p71,s101p72,s101p73,s101p74,s101p75,s101p76,s101p77,s101p121,s101p122,s101p123,s101p124,s101p125,s101p126,s101p13,s101p141,s101p142,s101p143,s101p144,s101p171,s101p172,s101p173,s101p174,s101p175,s101p176,s101p181,s101p182,s101p183
8757,urbana,170150,1,0,0,0,1,1,0.833333,0.5,0.5,0.5,0.833333,0.833333,0.066667,0.066667,0.077922,0,0.12,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.5,0,0,1,0,1,1,1,0,0,0.25,1,1,1,1,0,0,0,0,0,0,1,0,0
8758,urbana,170150,0,1,1,1,1,1,0.166667,0.833333,0.833333,0.833333,0.833333,0.833333,0.083333,0.083333,0.077922,0,0.12,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0.5,0,1,1,0,1,1,1,1,1,0.25,1,1,1,1,0,0,0,0,0,0,0.5,0.5,0
8759,urbana,170150,1,0,0,1,1,1,0.833333,0.5,0.5,0.833333,0.833333,0.833333,0.15,0.15,0.116883,0.057143,0.1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0.5,1,1,1,1,0,0,0,0,0,0,0.75,0.25,0.25
8760,urbana,170150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0,0.833333,0,0.133333,0.133333,0.025974,0,0.04,0.833333,0.833333,0,0,0.833333,0,1,1,0,1,1,1,1,1,0,0,0.5,1,0,1,1,1,1,1,0,0,0,0.25,1,1,1,1,0.25,0,0.25,0.25,0.25,0.25,0.5,0.25,0.25
8761,urbana,170150,1,1,0,1,1,1,0.833333,0.833333,0.5,0.833333,0.833333,0.833333,0.133333,0.066667,0.090909,0.042857,0.08,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0.5,1,1,1,1,0.5,0.25,0.25,0.5,0.5,0,0.75,0.25,0.25
8762,urbana,170150,1,0,0,1,1,1,0.833333,0.5,0.5,0,0,0,0.066667,0.066667,0.038961,0,0.06,0.5,0,0,0.833333,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0.5,1,1,1,1,0,0,0,0.25,0.25,0,0,0.5,0.5
8763,urbana,170150,0,0,0,1,1,1,0.5,0.5,0.5,0.833333,0.833333,0.833333,0.1,0.1,0.168831,0,0,0.333333,0.833333,0.833333,0,0.666667,0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0.25,1,0,1,1,1,1,1,1,1,0.25,1,0,0
8764,urbana,170150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.033333,0.033333,0.064935,0,0.1,0,0,0,0,0.833333,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0.25,0.25,0,0,1,0,0,0.5
8765,urbana,170150,0,0,0,0,1,1,0.5,0.5,0.5,0.5,0,0,0.033333,0.033333,0.064935,0,0.1,0,0,0.833333,0.833333,0.833333,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0.75,0,0,0,0,0,0,0.75
8766,urbana,170150,1,0,0,1,1,1,0.833333,0.5,0.5,0.833333,0.833333,0.833333,0.05,0.05,0.12987,0,0,0.833333,0.833333,0.833333,0.833333,0.833333,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0.25,1,1,1,1,0,0,0,0,0,1,0.5,0.5,0.75
8767,urbana,170150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.1,0.1,0.12987,0,0.2,0.333333,0.333333,0.833333,0.833333,0.833333,0.833333,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0.5,1,1,1,1,0,1,1,0,0,0,0,0,0.25
8768,urbana,170150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0,0,0.066667,0.066667,0.155844,0.171429,0,0,0.833333,0,0,0.666667,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0.5,0.75,0.75,0.5,1,0,0.5
8769,urbana,170150,1,0,0,1,1,1,0.833333,0.5,0.333333,0.833333,0.833333,0.833333,0.133333,0.133333,0.181818,0,0.2,0.333333,0.833333,0.833333,0.333333,0.833333,0.833333,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0.25,1,1,1,1,0.75,0.5,0.25,0.5,0.5,0.25,0.5,0.25,0.5
8770,urbana,170150,1,1,0,1,1,1,0.833333,0.833333,0.5,0.833333,0.833333,0.833333,0.166667,0.166667,0.168831,0,0.26,0.833333,0.833333,0.833333,0.833333,0.833333,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0.25,1,1,1,0,0,0.75,0,0,0,0,0,0,0
8771,urbana,170150,1,0,0,1,1,1,0.833333,0.333333,0.5,0.833333,0.833333,0.833333,0.066667,0.066667,0.051948,0.014286,0.04,0.666667,0.833333,0.833333,0.833333,0.833333,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0.5,1,0,1,1,0,1,0,0,0,0,0,0,1
8772,urbana,170150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.05,0.05,0.142857,0,0,0.833333,0.833333,0.833333,0.833333,0.833333,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0.25,1,1,1,1,0,0,0,0,0,0,0,0,0
8773,urbana,170150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.066667,0.066667,0.064935,0,0.1,0.833333,0.833333,0.833333,0.833333,0.833333,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0.75,1,1,1,1,0,0.5,0.75,0.5,0,0,0.5,0.5,0.5
8774,urbana,170150,0,1,0,1,1,0,0.166667,0.833333,0.5,0.833333,0.833333,0.333333,0.066667,0.066667,0.064935,0,0.1,0.833333,0,0.833333,0.833333,0.833333,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0.25,1,1,1,1,0,0,0,0,0,0,0.25,0.25,0.25
8775,urbana,170150,1,1,0,1,1,1,0.833333,0.833333,0.5,0.833333,0.833333,0.833333,0.166667,0.166667,0.116883,0,0.08,0.666667,0.833333,0.833333,0.833333,0.833333,0.5,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0.25,0,0,0,0.25,0.25,0,0
8776,urbana,170150,1,0,0,1,1,1,0.833333,0.5,0.5,0.833333,0.833333,0.833333,0.166667,0.166667,0.155844,0,0.24,0.833333,0,0.833333,0.833333,0.833333,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0.25,1,1,1,1,0,0.75,0,0,0,0,0.25,0,0.75
8777,urbana,170150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.1,0.1,0.272727,0.014286,0.2,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0.25,1,1,1,1,0.5,0,0,0.5,0.5,0,1,0.75,0.25
8778,urbana,170150,1,1,0,1,1,1,0.833333,0.833333,0.5,0.833333,0.833333,0.833333,0.1,0.1,0.064935,0,0.1,0.833333,0.833333,0.833333,0.833333,0.833333,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0.25,1,1,1,1,0,0,0,0,0,0.25,0.25,0,0
8779,urbana,170150,1,0,0,1,1,1,0.833333,0.5,0.5,0.833333,0.833333,0.833333,0.083333,0,0.090909,0,0.14,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0.5,0,1
8780,urbana,170150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.133333,0,0.12987,0,0.2,0.833333,0.833333,0.833333,0.833333,0.833333,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0.25,1,1,1,1,0,0,0,0,0,0,0.25,0.5,0.25
8781,urbana,170150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0,0,0.033333,0.033333,0.077922,0.085714,0,0,0,0.833333,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0.5,1,1,1,1,0,0,0,0,0,0.5,0,0,0
8782,urbana,170150,1,1,0,1,1,1,0.833333,0,0.5,0,0,0,0.133333,0.133333,0.077922,0.014286,0.08,0,0,0.833333,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0.75,1,1,1,1,0,0,0,0,0,1,0,0,0
8783,urbana,170150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.066667,0.066667,0.064935,0,0.1,0,0,0.833333,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0.25,1,1,1,1,0,0,0,0,0,1,0,0,0
8784,urbana,170150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0,0,0,0.066667,0.066667,0.038961,0.014286,0.04,0,0,0.833333,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0.5,1,1,1,1,0,0,0,0,0,1,0,0,0
8785,urbana,170150,1,1,1,1,1,1,0.833333,0,0,0,0,0,0.083333,0.083333,0.077922,0.085714,0,0,0,0.833333,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0.5,1,1,1,1,0,0,0,0,0,0,0,0,0
8786,urbana,170150,1,1,0,1,0,1,0.833333,0.833333,0.5,0.833333,0.5,0,0.066667,0,0.090909,0,0.14,0,0,0.833333,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0.5,1,1,1,1,0,0,0,0,0,0.5,0,0,0
8787,urbana,170150,1,1,0,1,1,1,0.833333,0.833333,0.5,0.833333,0,0,0.033333,0.033333,0.077922,0,0.12,0,0,0.833333,0,0,0,1,0,0,0,1,1,1,1,1,0,0.5,0,0,1,1,1,1,1,1,1,1,0.5,1,1,1,1,0,0,0,0,0,0,0,0,0
8788,urbana,170150,0,1,1,1,1,1,0.166667,0.833333,0.833333,0.833333,0.833333,0.833333,0.083333,0.083333,0.090909,0.071429,0.04,0.833333,0,0.833333,0,0.833333,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0.25,1,1,1,1,0.25,0,0,0.25,0.25,0,1,0.5,0
8789,urbana,170150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0,0,0,0.1,0.1,0.103896,0,0.16,0,0,0.833333,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0.5,1,1,1,1,0,0,0,0,0,0.5,0,0,0
8790,urbana,170150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.166667,0,0.116883,0,0.18,0.833333,0.833333,0.833333,0.833333,0.833333,0,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0.5,1,1,1,1,0,0,0,0.25,0.25,0,0.75,0.25,0.25
8791,urbana,170150,1,1,0,1,1,1,0.833333,0.833333,0.5,0.833333,0.833333,0.833333,0,0,0.064935,0,0.1,0.833333,0.833333,0.833333,0.833333,0.833333,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0.75,1,1,1,1,0.25,0.25,0,0.25,0.25,0.75,0.5,0.5,0.5
8792,urbana,170150,1,1,0,1,1,1,0.833333,0.833333,0.5,0.833333,0.833333,0.833333,0.233333,0.233333,0.116883,0,0,0.833333,0.833333,0.833333,0,0.833333,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0.75,1,1,1,1,0,0,0,0,0,0,0.75,0.75,0
8793,urbana,170150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.083333,0.083333,0.090909,0.042857,0.08,0.666667,0.833333,0.833333,0.833333,0.833333,0,1,0,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0.5,1,1,1,1,0.25,0.25,0.25,0.25,0.25,0,0.75,0.25,0.25
8794,urbana,170150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.1,0.1,0.155844,0,0,0.833333,0.833333,0.833333,0.833333,0.833333,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0.5,1,1,1,1,0,0,0,0,0,0,1,0.75,0
8795,urbana,170150,1,1,0,1,1,1,0.833333,0.833333,0.5,0.833333,0.833333,0.833333,0.066667,0,0.155844,0.057143,0.16,0,0.833333,0.833333,0.833333,0.833333,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0.5,1,1,1,1,0,0,0,0,0,0,0.25,0.25,0
8796,urbana,170150,1,1,0,1,1,1,0.833333,0.833333,0.5,0.833333,0.833333,0.833333,0.166667,0.166667,0.298701,0,0.46,0.833333,0.833333,0.833333,0.833333,0.833333,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0.5,1,1,1,1,0,0,0,0,0,0,0.75,0.75,0
8797,urbana,170150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.116667,0.116667,0.090909,0,0.14,0.833333,0.833333,0.833333,0.833333,0.833333,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0.75,1,1,1,1,0,0,0,0.5,0.5,0,1,1,0
8798,urbana,170150,1,1,0,1,1,1,0.833333,0.833333,0.5,0.833333,0.833333,0.833333,0.033333,0.033333,0.064935,0,0.1,0.666667,0.833333,0.833333,0.833333,0.833333,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0.5,1,1,1,1,0,0,0,0,0,0,0.25,1,0
8799,urbana,170150,0,0,0,1,1,1,0.166667,0.5,0.5,0.833333,0.833333,0.833333,0.083333,0.083333,0.090909,0.1,0,0.833333,0.833333,0.833333,0,0.833333,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0.75,0,0
8800,urbana,170150,1,0,0,1,1,1,0.833333,0.5,0.5,0.833333,0.833333,0.833333,0.05,0,0.051948,0,0,0,0,0.5,0.833333,0,0,1,0,0,1,0,1,1,1,0,0,0.5,0,0,0,1,1,1,1,1,1,1,0.5,0,1,1,1,0,0.25,0.25,0,0,0,0.5,0.5,0.5
8801,urbana,170150,1,1,0,1,1,1,0.833333,0.833333,0.5,0.833333,0.833333,0.833333,0.066667,0,0.142857,0,0.14,0,0.833333,0.833333,0.833333,0.833333,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0.25,1,1,1,1,0,0,0,0,0,0,1,0,0
8802,urbana,170150,1,1,0,1,1,1,0.833333,0.833333,0.5,0.833333,0.833333,0.833333,0.15,0,0.077922,0,0,0.833333,0.833333,1,0.833333,0.833333,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0.25,1,1,1,1,0,0.5,0,0,0,0,0,0,0
8803,urbana,170150,0,0,0,1,1,1,0.833333,0.5,0.5,0.833333,0.833333,0.833333,0.033333,0.033333,0.064935,0,0.1,0.666667,0.333333,0,0.666667,0,0,0,0,0,0,0,1,1,1,0,0,1,0.5,0,0,1,1,1,0,1,0,0,0.5,1,1,1,1,0,0,0,0,0,0,0.5,0.5,0
8804,urbana,170150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.166667,0,0.064935,0.042857,0,0.833333,0.833333,0.833333,0.833333,0.833333,0,1,0,0,1,0,1,1,1,1,0,0.5,1,0,1,1,1,1,0,1,1,0,0.5,1,1,1,1,0,0.25,0,0.25,0,0,1,0,0
8805,urbana,170150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0,0,0.064935,0,0.08,0.833333,0.833333,0.833333,0.833333,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0.25,1,1,1,1,0,0,0,0,0,0,0,1,0
8806,urbana,170150,0,0,0,0,0,1,0.166667,0.5,0.5,0.333333,0.5,0.833333,0.083333,0.083333,0.051948,0,0,0.333333,0.833333,0.833333,0,0.833333,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0.25,1,1,1,1,0,0,0.5,0,0,0,0.5,0,0.5
8807,urbana,170150,0,0,0,1,1,1,0.166667,0.666667,0.5,0,0,0,0.05,0.05,0.155844,0,0.18,0.833333,0.833333,1,0.666667,0.5,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.25,1,1,1,1,0,0.5,0,0.25,0.25,0,0.25,0,0
8808,urbana,170150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.133333,0.133333,0.064935,0,0.1,0.666667,0.833333,0.833333,0.833333,0.833333,0.833333,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.5,1,1,1,1,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.75,0.75
8809,urbana,170150,1,0,0,1,1,1,0.833333,0.5,0.833333,0.833333,0,0,0.05,0.05,0.064935,0,0.1,0.333333,0.333333,0.833333,0.833333,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0.25,1,1,1,1,0,0,0,0,0,0,0.75,0.25,0.25
8810,urbana,170150,1,0,0,0,1,1,0.833333,0.333333,0.333333,0.333333,0.833333,0.833333,0.1,0.1,0.155844,0,0.24,0,0,0.833333,0.333333,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0.25,1,1,1,1,0,0,1,0,0,0,0,0,0
8811,urbana,170150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0,0,0.12987,0,0.1,0,0.833333,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0.25,1,1,1,1,0,0,0,0,0,0,0,0,1
8812,urbana,170150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0,0,0.066667,0.05,0.194805,0,0.3,0,0,1,0.833333,0.833333,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0.5,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
8813,urbana,170150,1,0,0,1,1,1,0.833333,0.5,0.5,0.833333,0.833333,0,0.133333,0,0.12987,0,0.2,0.666667,0.833333,0.833333,0.666667,0.833333,0,1,1,0,0,0,0,1,1,0,0,0.5,1,0,0,1,0,1,0,0,0,0,0.5,1,1,1,1,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.75,0.75
8814,urbana,170150,1,1,0,1,1,1,0.833333,0.833333,0.5,0,0,0.833333,0.166667,0.166667,0.064935,0,0.1,0,0,1,0.833333,0.833333,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.25,1,1,1,1,0,0,0,0,0,0,0.5,1,0.25
8815,urbana,170150,1,1,0,0,1,1,0.833333,0.833333,0.5,0.5,0,0.833333,0.166667,0.166667,0.077922,0,0.12,0.333333,0,0.833333,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0.5,0,0,1,0,0,0,0,0,0,0.25,1,0,1,1,0.25,0.25,0.25,0.25,0.25,0,0.5,0.5,0.5
8816,urbana,170150,1,0,0,1,1,1,0.833333,0.333333,0.333333,0.833333,0.833333,0.833333,0.166667,0.166667,0.155844,0,0.24,0,0,0.833333,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0.25,1,1,0,1,0,1,0,0,0,0,1,0,0
8817,urbana,170150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.033333,0.033333,0.077922,0,0.12,0,0.833333,0.833333,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0.25,1,1,1,1,0,0,0,0,0,0,1,0,0
8818,urbana,170150,1,1,0,1,1,1,0.833333,0.833333,0.5,0.833333,0.833333,0,0.1,0.1,0.12987,0,0.2,0.666667,0.833333,0.833333,0.833333,0.833333,0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0.5,1,1,1,1,0.25,0.25,0.25,0.25,0.5,0.5,0.25,0.75,0.75
8819,urbana,170150,1,0,0,1,1,1,0.833333,0.5,0.5,0.833333,0.833333,0,0.066667,0.066667,0.077922,0,0.12,0.666667,0.833333,0.833333,0.666667,0.833333,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0.5,1,0,1,1,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.75,0.75
8820,urbana,170150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.1,0.1,0.090909,0,0.14,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0.5,0.5,0.5
8821,urbana,170150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.1,0.1,0.090909,0.085714,0.02,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0.25,1,1,1,1,0,0,0,0,0,0,0.5,0.5,0.5
8822,urbana,170150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.066667,0.066667,0.064935,0,0.1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0.25,1,1,1,1,0,0,0,0,0,0,0.5,0.5,0.5
8823,urbana,170150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.083333,0.083333,0.090909,0,0.14,0.833333,0,0.833333,0.833333,0.833333,0.833333,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0.5,0.5,0.5
8824,urbana,170150,1,1,0,1,1,1,0.833333,0.833333,0.5,0.833333,0.833333,0.833333,0.1,0.1,0.12987,0.071429,0.1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0.5,0.5,0.5
8825,urbana,170150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.1,0.1,0.103896,0,0.16,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0.5,0.5,0.5
8826,urbana,170150,1,0,0,0,0,0,0.833333,0.5,0.5,0.5,0.5,0.5,0.666667,0.65,0.194805,0.071429,0,0.333333,0.333333,0.333333,0.666667,0.5,0.5,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0.5,0,0,0,0,0,0,0
8827,urbana,170150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.083333,0.083333,0.090909,0,0.08,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0.5,0.5,0.5
8828,urbana,170150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.05,0.05,0.116883,0,0.18,0,0,0.833333,0,0.833333,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0.25,1,1,1,1,0,0,0,0,0,0,0,0,1
8829,urbana,170150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.05,0.05,0.064935,0,0.1,0.833333,0,0.833333,0.833333,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0.25,1,1,1,1,0,0.5,0,1,0,0,1,0,0
8830,urbana,170150,1,0,0,1,0,1,0.833333,0.5,0.5,0,0.5,0,0.033333,0.033333,0.103896,0,0,0.833333,0.833333,1,0.833333,0.833333,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0.75,1,1,1,1,0,1,0,0,0,0,0,1,1
8831,urbana,170150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0,0,0.038961,0,0,0,0,0.833333,0,0,0,0,0,0,0.5,0,1,1,1,1,0,0.5,1,0,1,1,1,1,0,0,1,0,0.25,1,1,1,1,0,0.25,0,0.75,0.75,0.75,0,0,1
8832,urbana,170150,1,0,0,1,1,1,0.833333,0.833333,0.5,0.833333,0.833333,0,0.15,0.15,0.103896,0,0,0.833333,0.666667,1,0.833333,0.833333,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,0,0,0,0,0,0.75,0.25,0.25
8833,urbana,170150,1,1,0,0,1,1,0.833333,0.833333,0.666667,0.666667,0.833333,0,0.1,0.1,0.116883,0,0,0,0.833333,0,0.666667,0.666667,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,0.75,1,1,1,1,0,0,0,0,0,0,0,0,1
8834,urbana,170150,0,1,1,1,1,1,0.166667,0.833333,0.833333,0.833333,0.833333,0.833333,0.033333,0.033333,0.064935,0,0.1,0.833333,0.833333,0.833333,0.833333,0.833333,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0.5,1,1,1,1,0,1,0.5,0.75,0,1,0,0,0
8835,urbana,170150,0,0,0,0,0,0,0.833333,0.5,0.5,0.5,0.5,0.5,0.1,0.1,0.103896,0.057143,0,0.333333,0,0,0.333333,0.333333,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0.25,1,1,1,0,0,0,0,0,0,0,0,0,0
8836,urbana,170150,1,0,0,1,1,1,0.833333,0.5,0.5,0,0,0,0.1,0.1,0.064935,0.071429,0,0.833333,0.833333,1,0,0.833333,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0.25,1,1,1,0,0,0.25,0,0.25,0,1,0,0.5,0.75
